univ,name,univLabel_en,univLabel_zh,inceptionYear,decade,longitude,latitude,province,macro_region
http://www.wikidata.org/entity/Q8044168,Xiangnan University,Xiangnan University,湘南學院,1912.0,1910,113.02,25.46,Hunan,Central
http://www.wikidata.org/entity/Q8044183,Xiangtan University,Xiangtan University,湘潭大学,1958.0,1950,112.8572,27.8863,Hunan,Central
http://www.wikidata.org/entity/Q8044421,Xihua University,Xihua University,西华大学,1960.0,1960,103.9611,30.77848,Sichuan,Southwest
http://www.wikidata.org/entity/Q8044567,Xingtai University,Xingtai University,邢台学院,,,,,Hebei,North
http://www.wikidata.org/entity/Q8044607,Xinjiang Agricultural University,Xinjiang Agricultural University,新疆农业大学,1952.0,1950,87.566311,43.814043,Xinjiang,Northwest
http://www.wikidata.org/entity/Q8044610,Xinjiang Arts Institute,Xinjiang Arts Institute,新疆艺术学院,1958.0,1950,,,Xinjiang,Northwest
http://www.wikidata.org/entity/Q8044618,Xinjiang University of Finance and Economics,Xinjiang University of Finance and Economics,新疆财经大学,1950.0,1950,,,Xinjiang,Northwest
http://www.wikidata.org/entity/Q8044666,Henan Medical University,Henan Medical University,河南医药大学,1922.0,1920,113.5,35.21,Henan,Central
http://www.wikidata.org/entity/Q8044698,Xinzhou Teachers University,Xinzhou Teachers University,忻州师范学院,,,,,Shanxi,North
http://www.wikidata.org/entity/Q8045301,Xuzhou University of Technology,Xuzhou University of Technology,徐州工程学院,2002.0,2000,117.21552,34.21377,Jiangsu,East
http://www.wikidata.org/entity/Q8045309,Xuzhou Medical University,Xuzhou Medical University,徐州医科大学,1958.0,1950,,,Jiangsu,East
http://www.wikidata.org/entity/Q8045313,Jiangsu Normal University,Jiangsu Normal University,江苏师范大学,1952.0,1950,,,Jiangsu,East
http://www.wikidata.org/entity/Q8048276,Yanbian University of Science and Technology,Yanbian University of Science and Technology,延边大学科技学院,1992.0,1990,129.524957,42.926375,Jilin,Northeast
http://www.wikidata.org/entity/Q8048351,Yang-En University,Yang-En University,仰恩大学,1987.0,1980,118.613,25.1115,Fujian,East
http://www.wikidata.org/entity/Q8048658,Yangtze Normal University,Yangtze Normal University,长江师范学院,1901.0,1900,107.25833333,29.75333333,Chongqing,Southwest
http://www.wikidata.org/entity/Q8048674,Yangzhou University,Yangzhou University,扬州大学,1902.0,1900,,,Jiangsu,East
http://www.wikidata.org/entity/Q8048973,Yantai University,Yantai University,烟台大学,1984.0,1980,121.45484,37.47491,Shandong,East
http://www.wikidata.org/entity/Q8053514,Yichun University,Yichun University,宜春学院,1958.0,1950,,,Jiangxi,East
http://www.wikidata.org/entity/Q8060963,Yulin Normal University,Yulin Normal University,玉林师范学院,1945.0,1940,110.19894,22.67654,Guangxi,South
http://www.wikidata.org/entity/Q8061222,Yuncheng University,Yuncheng University,运城学院,1978.0,1970,111.04606,35.03934,Hunan,Central
http://www.wikidata.org/entity/Q8061321,Yunnan Agricultural University,Yunnan Agricultural University,云南农业大学,1938.0,1930,102.7422,25.129211111,Yunnan,Southwest
http://www.wikidata.org/entity/Q8061322,Yunnan Arts University,Yunnan Arts University,云南艺术学院,1959.0,1950,102.8245,24.832,Yunnan,Southwest
http://www.wikidata.org/entity/Q8061331,Yunnan Normal University Business School,Yunnan Normal University Business School,昆明城市学院,2000.0,2000,102.64678,25.08374,Yunnan,Southwest
http://www.wikidata.org/entity/Q8061332,Yunnan Minzu University,Yunnan Minzu University,云南民族大学,1951.0,1950,102.84969,24.84003,Yunnan,Southwest
http://www.wikidata.org/entity/Q8061337,Yunnan University of Chinese Medicine,Yunnan University of Chinese Medicine,云南中医药大学,1960.0,1960,,,Yunnan,Southwest
http://www.wikidata.org/entity/Q8061339,Yunnan University of Finance and Economics,Yunnan University of Finance and Economics,云南财经大学,1951.0,1950,,,Yunnan,Southwest
http://www.wikidata.org/entity/Q8070488,Minnan Normal University,Minnan Normal University,闽南师范大学,1958.0,1950,117.645,24.5075,Fujian,East
http://www.wikidata.org/entity/Q8070611,Zhaoqing University,Zhaoqing University,肇庆学院,1970.0,1970,112.496,23.0805,Guangdong,South
http://www.wikidata.org/entity/Q8070661,Zhejiang A & F University,Zhejiang A & F University,浙江农林大学,1958.0,1950,119.728361,30.256472,Zhejiang,East
http://www.wikidata.org/entity/Q8070664,Zhejiang Gongshang University,Zhejiang Gongshang University,浙江工商大学,1911.0,1910,119.63798056,29.758075,Zhejiang,East
http://www.wikidata.org/entity/Q8070667,Zhejiang Medical University,Zhejiang Medical University,浙江医科大学,1952.0,1950,,,Zhejiang,East
http://www.wikidata.org/entity/Q8070672,Zhejiang Sci-Tech University,Zhejiang Sci-Tech University,浙江理工大学,1897.0,1890,120.35123,30.31819,Zhejiang,East
http://www.wikidata.org/entity/Q8070785,Zhengzhou University of Light Industry,Zhengzhou University of Light Industry,郑州轻工业大学,1977.0,1970,113.5092,34.8139,Henan,Central
http://www.wikidata.org/entity/Q8070947,Zhongnan University of Economics and Law,Zhongnan University of Economics and Law,中南财经政法大学,1948.0,1940,114.394,30.4752,Hubei,Central
http://www.wikidata.org/entity/Q8070992,Zhongyuan University of Technology,Zhongyuan University of Technology,中原工学院,1955.0,1950,113.6884,34.5859,Henan,Central
http://www.wikidata.org/entity/Q8075310,Zunyi Medical University,Zunyi Medical University,遵义医科大学,1947.0,1940,107.06604,27.72489,Guizhou,Southwest
http://www.wikidata.org/entity/Q82267,Qingdao University,Qingdao University,青岛大学,1985.0,1980,120.428,36.072,Shandong,East
http://www.wikidata.org/entity/Q831227,National University of Defense Technology,National University of Defense Technology,中国人民解放军国防科技大学,1978.0,1970,112.995,28.228333333,Hunan,Central
http://www.wikidata.org/entity/Q832355,Wuhan University of Technology,Wuhan University of Technology,武汉理工大学,2000.0,2000,114.356945,30.609302,Hubei,Central
http://www.wikidata.org/entity/Q832550,Northwestern Polytechnical University,Northwestern Polytechnical University,西北工业大学,1938.0,1930,108.911666666,34.244722222,Shaanxi,Northwest
http://www.wikidata.org/entity/Q832792,Yanshan University,Yanshan University,燕山大学,1920.0,1920,112.435833333,38.009444444,Hebei,North
http://www.wikidata.org/entity/Q83369844,Dali Technical College,Dali Technical College,大理技师学院,,,,,Yunnan,Southwest
http://www.wikidata.org/entity/Q833961,China University of Political Science and Law,China University of Political Science and Law,中国政法大学,1952.0,1950,116.34465027,39.96379852,,
http://www.wikidata.org/entity/Q834082,Hong Kong Shue Yan University,Hong Kong Shue Yan University,香港樹仁大學,1971.0,1970,114.198,22.2862,Hong Kong,South
http://www.wikidata.org/entity/Q834458,Inner Mongolia University,Inner Mongolia University,内蒙古大学,1957.0,1950,111.683386111,40.811216666,Inner Mongolia,North
http://www.wikidata.org/entity/Q834827,Tianjin Medical University,Tianjin Medical University,天津医科大学,1951.0,1950,,,,
http://www.wikidata.org/entity/Q834857,Chongqing University,Chongqing University,重庆大学,1929.0,1920,106.47481537,29.57035065,,
http://www.wikidata.org/entity/Q835075,Shantou University,Shantou University,汕头大学,1981.0,1980,116.63,23.4156,Guangdong,South
http://www.wikidata.org/entity/Q835185,Fudan University Shanghai Medical College,Fudan University Shanghai Medical College,复旦大学上海医学院,1927.0,1920,121.45194444,31.19777778,,
http://www.wikidata.org/entity/Q835366,South China University of Technology,South China University of Technology,华南理工大学,1952.0,1950,113.34226,23.155,Guangdong,South
http://www.wikidata.org/entity/Q835731,Hebei University,Hebei University,河北大学,1921.0,1920,115.5174,38.8714,Hebei,North
http://www.wikidata.org/entity/Q835779,University of International Business and Economics,University of International Business and Economics,对外经济贸易大学,1951.0,1950,116.421,39.9792,Beijing,North
http://www.wikidata.org/entity/Q836014,Dongbei University of Finance and Economics,Dongbei University of Finance and Economics,东北财经大学,1952.0,1950,,,Liaoning,Northeast
http://www.wikidata.org/entity/Q837544,Donghua University,Donghua University,东华大学,1951.0,1950,121.414,31.2035,,
http://www.wikidata.org/entity/Q837873,Central Academy of Fine Arts,Central Academy of Fine Arts,中央美术学院,1950.0,1950,116.463138184,39.984834741,,
http://www.wikidata.org/entity/Q837969,Liaoning Normal University,Liaoning Normal University,辽宁师范大学,1951.0,1950,121.5652,38.9137,Liaoning,Northeast
http://www.wikidata.org/entity/Q839020,Shanghai Normal University,Shanghai Normal University,上海师范大学,1954.0,1950,,,Shanghai,East
http://www.wikidata.org/entity/Q840443,Southwest University,Southwest University,西南大学,1906.0,1900,106.412936,29.813903,Chongqing,Southwest
http://www.wikidata.org/entity/Q847993,Macau University of Science and Technology,Macau University of Science and Technology,澳門科技大學,2000.0,2000,113.568,22.1534,,
http://www.wikidata.org/entity/Q85877272,Jilin University,Jilin University,吉林大学,,,,,,
http://www.wikidata.org/entity/Q85878318,Tianjin Institute of Technology,Tianjin Institute of Technology,天津工学院,,,,,,
http://www.wikidata.org/entity/Q85879163,Shandong Huayu University of Technology,Shandong Huayu University of Technology,山东华宇工学院,,,,,Shandong,East
http://www.wikidata.org/entity/Q864879,University of Shanghai for Science and Technology,University of Shanghai for Science and Technology,上海理工大学,1906.0,1900,121.552005,31.290603,,
http://www.wikidata.org/entity/Q86729738,USC-SJTU Institute of Cultural and Creative Industry,USC-SJTU Institute of Cultural and Creative Industry,上海交通大学上海交大-南加州大学文化创意产业学院,2015.0,2010,,,,
http://www.wikidata.org/entity/Q873230,Qingdao University of Science and Technology,Qingdao University of Science and Technology,青岛科技大学,1950.0,1950,120.479,36.119,Shandong,East
http://www.wikidata.org/entity/Q87761108,Jiangxi University,Jiangxi University,江西大学,,,,,Jiangxi,East
http://www.wikidata.org/entity/Q920505,Southwest Minzu University,Southwest Minzu University,西南民族大学,1951.0,1950,104.04675,30.641194,Sichuan,Southwest
http://www.wikidata.org/entity/Q9289400,Macao University of Tourism,Macao University of Tourism,澳門旅遊大學,1995.0,1990,,,,
http://www.wikidata.org/entity/Q957715,Beijing Information Science & Technology University,Beijing Information Science & Technology University,北京信息科技大学,1915.0,1910,116.34027778,40.03722222,,
http://www.wikidata.org/entity/Q9665597,Yunnan Military Academy,Yunnan Military Academy,云南陆军讲武堂,,,102.69915,25.05085,Yunnan,Southwest
http://www.wikidata.org/entity/Q97582092,Guangdong Mechanical and Electrical Vocational and Technical College,Guangdong Mechanical and Electrical Vocational and Technical College,广东机电职业技术学院,,,,,Guangdong,South
http://www.wikidata.org/entity/Q981237,Xi'an Jiaotong University,Xi'an Jiaotong University,西安交通大学,,,108.983611111,34.244722222,Shaanxi,Northwest
http://www.wikidata.org/entity/Q985578,Xinjiang University,Xinjiang University,新疆大学,1924.0,1920,87.6172444,43.764929,Xinjiang,Northwest
http://www.wikidata.org/entity/Q985755,Huaqiao University,Huaqiao University,华侨大学,1960.0,1960,118.644104,25.142798,Fujian,East
http://www.wikidata.org/entity/Q985775,University of Jinan,University of Jinan,济南大学,1948.0,1940,116.968,36.6142,Shandong,East
http://www.wikidata.org/entity/Q985808,Northwest A&F University,Northwest A&F University,西北农林科技大学,1934.0,1930,,,Shaanxi,Northwest
http://www.wikidata.org/entity/Q986087,Zhejiang University of Technology,Zhejiang University of Technology,浙江工业大学,1953.0,1950,120.03916667,30.22577778,Zhejiang,East
http://www.wikidata.org/entity/Q986430,University of Saint Joseph,University of Saint Joseph,聖若瑟大學,1996.0,1990,113.539361368,22.211905067,,
http://www.wikidata.org/entity/Q987022,Dalian University,Dalian University,大连大学,1987.0,1980,121.817,39.0994,Liaoning,Northeast
http://www.wikidata.org/entity/Q99229082,The Hong Kong University of Science and Technology (Guangzhou),The Hong Kong University of Science and Technology (Guangzhou),香港科技大学（广州）,2022.0,2020,113.47828,22.8942,Guangdong,South
