univ,univLabel_en,univLabel_zh,inceptionYear,coord,cityLabel,provinceLabel
http://www.wikidata.org/entity/Q4570168,Fujian Normal University,福建师范大学,1907,Point(119.305513888 26.040030555),Fuzhou,Fujian
http://www.wikidata.org/entity/Q47517291,Fujian Polytechnic of Information Technology,福建信息职业技术学院,,,,
http://www.wikidata.org/entity/Q5507373,Fujian University of Technology,福建理工大学,2002,Point(119.37 26.0843),Fuzhou,Fujian
http://www.wikidata.org/entity/Q5507374,Fujian University of Traditional Chinese Medicine,福建中医药大学,1958,Point(119.175213888 26.076408333),Fuzhou,Fujian
http://www.wikidata.org/entity/Q114957556,Fuyao University of Science and Technology,福建福耀科技大学,2025,,Fuzhou,Fujian
http://www.wikidata.org/entity/Q470963,Fuzhou University,福州大学,1958,Point(119.193694444 26.059694444),Fuzhou,Fujian
http://www.wikidata.org/entity/Q109413368,Gandong College,赣东学院,,,Fuzhou,Jiangxi
http://www.wikidata.org/entity/Q18119211,Gannan Normal University,赣南师范大学,1958,Point(114.888216 25.790644),Ganzhou Town,Jiangxi
http://www.wikidata.org/entity/Q18119211,Gannan Normal University,赣南师范大学,1958,Point(114.888216 25.790644),Ganzhou,Jiangxi
http://www.wikidata.org/entity/Q18119211,Gannan Normal University,赣南师范大学,1958,Point(114.888216 25.790644),Ganzhou Town,Fengxin County
http://www.wikidata.org/entity/Q18119211,Gannan Normal University,赣南师范大学,1958,Point(114.888216 25.790644),Ganzhou,Fengxin County
http://www.wikidata.org/entity/Q109348752,Gannan University of Science and Technology,赣南科技学院,2001,,Ganzhou,Jiangxi
http://www.wikidata.org/entity/Q5521505,Gansu Agricultural University,甘肃农业大学,,,Lanzhou,Gansu
http://www.wikidata.org/entity/Q19856085,Gansu Medical College,甘肃医学院,2003,,Pingliang,Gansu
http://www.wikidata.org/entity/Q10902068,Geely University of China,吉利学院,2000,Point(104.423 30.4925),Shipan Subdistrict,Jianyang
http://www.wikidata.org/entity/Q4570201,Ginling College,金陵女子大学,1913,,,
http://www.wikidata.org/entity/Q109258514,Great Bay University,大湾区大学,2025,Point(113.851329 22.895748),Dongguan,Guangdong
http://www.wikidata.org/entity/Q54914098,Guangdong Industry Polytechnic University,广东轻工职业技术大学,1999,,Guangzhou,Guangdong
http://www.wikidata.org/entity/Q97582092,Guangdong Mechanical and Electrical Vocational and Technical College,广东机电职业技术学院,,,Guangzhou,Guangdong
http://www.wikidata.org/entity/Q5613641,Guangdong Ocean University,广东海洋大学,1997,Point(110.302 21.1455),Zhanjiang,Guangdong
http://www.wikidata.org/entity/Q5613642,Guangdong Pharmaceutical University,广东药科大学,1958,Point(113.412 22.4767),Guangzhou,Guangdong
http://www.wikidata.org/entity/Q11061696,Guangdong Polytechnic Normal University,广东技术师范大学,1957,Point(113.285 23.10055556),Guangzhou,Guangdong
http://www.wikidata.org/entity/Q22079915,Guangdong Technion-Israel Institute of Technology,广东以色列理工学院,2015,,Shantou,Guangdong
http://www.wikidata.org/entity/Q5613646,Guangdong University of Finance and Economics,广东财经大学,1983,Point(113.355 23.0894),Guangzhou,Guangdong
http://www.wikidata.org/entity/Q5613648,Guangdong University of Foreign Studies,广东外语外贸大学,1995,Point(113.289 23.2003),Guangzhou,Guangdong
http://www.wikidata.org/entity/Q716822,Guangdong University of Technology,广东工业大学,1958,Point(113.391671 23.035921),Guangzhou,Guangdong
http://www.wikidata.org/entity/Q5613690,Guangxi Medical University,广西医科大学,1934,Point(108.346888888 22.799916666),Nanning,Guangxi
http://www.wikidata.org/entity/Q43896046,Guangxi Minzu Normal University,广西民族师范学院,2009,Point(107.393871 22.382983),Shijinglin Subdistrict,Jiangzhou District
http://www.wikidata.org/entity/Q5613699,Guangxi Minzu University,广西民族大学,1952,Point(108.230961 22.842752),Xixiangtang District,Nanning
http://www.wikidata.org/entity/Q137006,Guangxi Normal University,广西师范大学,1932,,,
http://www.wikidata.org/entity/Q1552757,Guangxi University,广西大学,1928,Point(108.284511111 22.839033333),Nanning,Guangxi
http://www.wikidata.org/entity/Q16866504,Guangxi University of Finance and Economics,广西财经学院,2004,Point(108.176047222 22.831330555),Xixiangtang District,Nanning
http://www.wikidata.org/entity/Q5613695,Guangxi University of Science and Technology,广西科技大学,1958,Point(109.440111111 24.335472222),Liuzhou,Guangxi
http://www.wikidata.org/entity/Q5613717,Guangzhou Academy of Fine Arts,广州美术学院,1953,Point(113.273027777 23.095444444),Guangzhou,Guangdong
http://www.wikidata.org/entity/Q112676960,Guangzhou Institute of Science and Technology,广州理工学院,,,Guangzhou,Guangdong
http://www.wikidata.org/entity/Q30262628,Guangzhou Maritime University,广州航海学院,1964,Point(113.477901 23.094579),Guangzhou,Guangdong
http://www.wikidata.org/entity/Q11062018,Guangzhou Medical University,广州医科大学,1958,Point(130.363 46.7865),Guangzhou,Guangdong
http://www.wikidata.org/entity/Q27897024,Guangzhou Open University,,1961,,,
http://www.wikidata.org/entity/Q5613743,Guangzhou Sport University,广州体育学院,,Point(113.316 23.1431),Guangzhou,Guangdong
http://www.wikidata.org/entity/Q5613747,Guangzhou University,广州大学,2000,Point(113.364919 23.041055),Guangzhou,Guangdong
http://www.wikidata.org/entity/Q4251253,Guangzhou University of Chinese Medicine,广州中医药大学,1956,Point(113.26111111 23.15916667),Guangzhou,Guangdong
http://www.wikidata.org/entity/Q5615995,Guilin Medical University,桂林医科大学,1935,Point(110.15775 25.225583333),Guilin,Guangxi
http://www.wikidata.org/entity/Q11062423,Guilin University,桂林学院,2001,Point(110.274666666 25.098722222),Guilin,Guangxi
http://www.wikidata.org/entity/Q25105500,Guilin University of Aerospace Technology,桂林航天工业学院,1979,Point(110.371083333 25.283805555),Guangxi,People's Republic of China
http://www.wikidata.org/entity/Q461322,Guilin University of Electronic Technology,桂林电子科技大学,1960,Point(110.332583333 25.286694444),Guilin,Guangxi
http://www.wikidata.org/entity/Q5615997,Guilin University of Technology,桂林理工大学,1956,Point(110.312138888 25.283722222),Guilin,Guangxi
http://www.wikidata.org/entity/Q5615997,Guilin University of Technology,桂林理工大学,1956,Point(110.312138888 25.283722222),Nanning,Guangxi
http://www.wikidata.org/entity/Q17059964,Guizhou Education University,贵州师范学院,,,,
http://www.wikidata.org/entity/Q5616929,Guizhou Medical University,贵州医科大学,1938,,Guiyang,Guizhou
http://www.wikidata.org/entity/Q5616949,Guizhou Minzu University,贵州民族大学,1951,Point(106.66611111 26.46611111),Guiyang,Guizhou
http://www.wikidata.org/entity/Q5616948,Guizhou Normal University,贵州师范大学,1941,Point(106.722053 26.588956),Guiyang,Guizhou
http://www.wikidata.org/entity/Q461033,Guizhou University,贵州大学,1902,Point(106.66916667 26.4225),Guiyang,Guizhou
http://www.wikidata.org/entity/Q19853748,Guizhou University of Commerce,贵州商学院,1947,Point(106.628025 26.726949),Guiyang,Guizhou
http://www.wikidata.org/entity/Q5616954,Guizhou University of Finance and Economics,贵州财经大学,1958,Point(106.635638 26.387976),Guiyang,Guizhou
http://www.wikidata.org/entity/Q5616925,Guizhou University of Traditional Chinese Medicine,贵阳中医药大学,1965,,Guiyang,Guizhou
http://www.wikidata.org/entity/Q19646147,HKBU Department of Communication Studies,,,Point(114.182 22.3389),,
http://www.wikidata.org/entity/Q5639373,Hainan Normal University,海南师范大学,1949,Point(110.336863 19.998919),Haikou,Hainan
http://www.wikidata.org/entity/Q7267904,Hainan Tropical Ocean University,海南热带海洋学院,1977,Point(109.5354 18.3084),Sanya,Hainan
http://www.wikidata.org/entity/Q5639382,Hainan University,海南大学,1983,Point(110.32138889 20.06055556),Haikou,Hainan
http://www.wikidata.org/entity/Q5647240,Handan University,邯郸学院,1905,,Handan,Hebei
http://www.wikidata.org/entity/Q5647847,Hang Seng University of Hong Kong,香港恒生大學,1980,Point(114.212 22.3791),Sha Tin District,Hong Kong
http://www.wikidata.org/entity/Q5647847,Hang Seng University of Hong Kong,香港恒生大學,2010,Point(114.212 22.3791),Sha Tin District,Hong Kong
http://www.wikidata.org/entity/Q10877861,Hangchow University,之江大学,,Point(120.123055555 30.1925),Zhejiang,People's Republic of China
http://www.wikidata.org/entity/Q110109946,"Hangzhou Campus, University of International Relations",国际关系学院杭州校区,,Point(120.150540765 30.315360603),Shangtang Subdistrict,Gongshu District
http://www.wikidata.org/entity/Q11102606,Hangzhou Dianzi University,杭州电子科技大学,1956,,Hangzhou,Zhejiang
http://www.wikidata.org/entity/Q28414122,Hangzhou Medical College,杭州医学院,1974,,Hangzhou,Zhejiang
http://www.wikidata.org/entity/Q5648125,Hangzhou Normal University,杭州师范大学,1978,,Hangzhou,Zhejiang
http://www.wikidata.org/entity/Q5648125,Hangzhou Normal University,杭州师范大学,2007,,Hangzhou,Zhejiang
http://www.wikidata.org/entity/Q5648133,Hangzhou University,杭州大学,,Point(120.13576 30.27652),,
http://www.wikidata.org/entity/Q11133148,Hankou University,汉口学院,2000,Point(114.31122 30.4187),Jiangxiang Town,Nanchang County
http://www.wikidata.org/entity/Q56271948,Harbin Conservatory of Music,哈尔滨音乐学院,2016,Point(126.564432 45.828187),Songbei District,Harbin
http://www.wikidata.org/entity/Q23102,Harbin Engineering University,哈尔滨工程大学,1953,Point(126.675 45.77222222),Harbin,Heilongjiang
http://www.wikidata.org/entity/Q632558,Harbin Institute of Technology,哈尔滨工业大学,1920,Point(126.630692 45.746998),Harbin,Heilongjiang
http://www.wikidata.org/entity/Q10921986,Harbin Medical University,哈尔滨医科大学,1926,,Harbin,Heilongjiang
http://www.wikidata.org/entity/Q7178850,Harbin Military Institute,中国人民解放军军事工程学院,1953,,Harbin,Heilongjiang
http://www.wikidata.org/entity/Q5654434,Harbin Normal University,哈尔滨师范大学,1951,Point(126.5603 45.8687),Harbin,Heilongjiang
http://www.wikidata.org/entity/Q5654449,Harbin University of Commerce,哈尔滨商业大学,1952,Point(118.09094444 24.58022222),Harbin,Heilongjiang
http://www.wikidata.org/entity/Q5654457,Harbin University of Science and Technology,哈尔滨理工大学,1950,Point(126.617 45.7141),Harbin,Heilongjiang
http://www.wikidata.org/entity/Q118998668,Harvard Medical School of China,,,,,
http://www.wikidata.org/entity/Q121243541,Hebei Academy of Agriculture and Forestry Sciences,河北省农林科学院,,,Shijiazhuang,Hebei
http://www.wikidata.org/entity/Q4693944,Hebei Agricultural University,河北农业大学,1902,Point(115.47600833 38.8466),Baoding,Hebei
http://www.wikidata.org/entity/Q16924579,Hebei Finance University,河北金融学院,1952,Point(115.500133 38.920005),Baoding,Hebei
http://www.wikidata.org/entity/Q15904170,Hebei GEO University,河北地质大学,1953,Point(114.553814 38.025448),Shijiazhuang,Hebei
http://www.wikidata.org/entity/Q5695499,Hebei Medical University,河北医科大学,1894,Point(114.535302 38.045598),Shijiazhuang,Hebei
http://www.wikidata.org/entity/Q11141318,Hebei Normal University,河北师范大学,1902,Point(114.514397222 37.996852777),Shijiazhuang,Hebei
http://www.wikidata.org/entity/Q55708817,Hebei Normal University for Nationalities,河北民族师范学院,,,Chengde,Hebei
http://www.wikidata.org/entity/Q5695497,Hebei Normal University of Science and Technology,河北科技师范学院,,,Qinhuangdao,Hebei
http://www.wikidata.org/entity/Q1622134,Hebei North University,河北北方学院,2003,Point(114.872502744 40.769751449),Zhangjiakou,Hebei
http://www.wikidata.org/entity/Q5695501,Hebei Polytechnic University,河北理工大学,,,Tangshan,Hebei
http://www.wikidata.org/entity/Q835731,Hebei University,河北大学,1921,Point(115.5174 38.8714),Baoding,Hebei
http://www.wikidata.org/entity/Q5695492,Hebei University of Architecture,河北建築工程學院,1950,Point(114.890957121 40.754326762),Zhangjiakou,People's Republic of China
http://www.wikidata.org/entity/Q5695492,Hebei University of Architecture,河北建築工程學院,1950,Point(114.890957121 40.754326762),Hebei,People's Republic of China
http://www.wikidata.org/entity/Q5695492,Hebei University of Architecture,河北建築工程學院,1950,Point(114.890957121 40.754326762),Zhangjiakou,Hebei
http://www.wikidata.org/entity/Q5695492,Hebei University of Architecture,河北建築工程學院,1950,Point(114.890957121 40.754326762),Hebei,Hebei
http://www.wikidata.org/entity/Q11141382,Hebei University of Economics and Business,河北经贸大学,1953,,,
http://www.wikidata.org/entity/Q5695508,Hebei University of Engineering,河北工程大学,2003,,Handan,Hebei
http://www.wikidata.org/entity/Q15938742,Hebei University of Science and Technology,河北科技大学,1996,,Shijiazhuang,Hebei
http://www.wikidata.org/entity/Q5695527,Hebei University of Technology,河北工业大学,1903,Point(117.065078607 39.240365875),Tianjin,People's Republic of China
http://www.wikidata.org/entity/Q5698182,Hefei Normal University,合肥师范学院,1955,,Hefei,Anhui
http://www.wikidata.org/entity/Q5698189,Hefei University,合肥大学,2002,Point(117.2583 31.7532),Hefei,Anhui
http://www.wikidata.org/entity/Q5698213,Hefei University of Technology,合肥工业大学,1945,Point(117.2901 31.8486),Hefei,Anhui
http://www.wikidata.org/entity/Q11179769,Heilongjiang Bayi Agricultural University,黑龙江八一农垦大学,,,Daqing,Heilongjiang
http://www.wikidata.org/entity/Q1058956,Heilongjiang University,黑龙江大学,1941,Point(126.616944444 45.706944444),Harbin,Heilongjiang
http://www.wikidata.org/entity/Q5699491,Heilongjiang University of Chinese Medicine,黑龙江中医药大学,1959,Point(126.64948 45.72508),Harbin,Heilongjiang
http://www.wikidata.org/entity/Q11179808,Heilongjiang University of Science and Technology,黑龙江科技大学,1947,Point(126.65237 45.82055),Harbin,Heilongjiang
http://www.wikidata.org/entity/Q3429296,Henan Agricultural University,河南农业大学,1913,Point(116.305277777 39.989722222),Zhengzhou,Henan
http://www.wikidata.org/entity/Q11141690,Henan Institute of Science and Technology,河南科技学院,,,Xinxiang,Henan
http://www.wikidata.org/entity/Q30941599,Henan Institute of Technology,河南工学院,,,Xinxiang,Henan
http://www.wikidata.org/entity/Q8044666,Henan Medical University,河南医药大学,1922,Point(113.5 35.21),Xinxiang,Henan
http://www.wikidata.org/entity/Q11141537,Henan Normal University,河南师范大学,1923,Point(113.9159103 35.326848793),Xinxiang,Henan
http://www.wikidata.org/entity/Q11141717,Henan Police College,河南警察学院,1949,,Henan,People's Republic of China
http://www.wikidata.org/entity/Q6764493,Henan Polytechnic University,河南理工大学,1909,Point(113.25984 35.19024),Jiaozuo,Henan
http://www.wikidata.org/entity/Q126389764,Henan Sport University,河南体育学院,2024,,Zhengzhou,Henan
http://www.wikidata.org/entity/Q391150,Henan University,河南大学,1912,Point(114.36369444 34.81272222),Kaifeng,Henan
http://www.wikidata.org/entity/Q5713005,Henan University of Chinese Medicine,河南中医药大学,1958,Point(113.8058 34.7795),Zhengzhou,Henan
http://www.wikidata.org/entity/Q27963411,Henan University of Economics and Law,河南财经政法大学,1983,,Zhengzhou,Henan
http://www.wikidata.org/entity/Q5712994,Henan University of Science and Technology,河南科技大学,1952,Point(112.36626 34.6649),Luoyang,Henan
http://www.wikidata.org/entity/Q5712991,Henan University of Technology,河南工业大学,1956,,Zhengzhou,Henan
http://www.wikidata.org/entity/Q5714356,Hengshui University,衡水学院,2004,,Hengshui,Hebei
http://www.wikidata.org/entity/Q4845661,Hengxian Middle School,横县中学,1923,,,
http://www.wikidata.org/entity/Q15953222,Hengyang Normal University,衡阳师范学院,1904,Point(112.678 26.8804),Hengyang,Hunan
http://www.wikidata.org/entity/Q19855981,Hexi University,河西学院,1941,Point(100.444591 38.944371),Zhangye,Gansu
http://www.wikidata.org/entity/Q15941682,Heze University,菏泽学院,1949,,Heze,Shandong
http://www.wikidata.org/entity/Q662131,Hohai University,河海大学,1915,Point(118.75408056 32.05890556),Nanjing,Jiangsu
http://www.wikidata.org/entity/Q21017906,"Holy Rosary Church, Yibin",玄義玫瑰堂,,,Yibin,Sichuan
http://www.wikidata.org/entity/Q58555,Holy Spirit Seminary,聖神修院,1964,Point(114.161746 22.246459),Wong Chuk Hang,Hong Kong
http://www.wikidata.org/entity/Q58555,Holy Spirit Seminary,聖神修院,1964,Point(114.161746 22.246459),Wong Chuk Hang,Southern District
http://www.wikidata.org/entity/Q2982986,Hong Kong Adventist College,香港三育書院,1903,Point(114.28583333 22.30722222),Sai Kung District,Hong Kong
http://www.wikidata.org/entity/Q603686,Hong Kong Baptist University,香港浸會大學,1956,Point(114.181666666 22.338888888),Hong Kong,People's Republic of China
http://www.wikidata.org/entity/Q7192377,Hong Kong College of Technology,香港專業進修學校,1957,Point(114.178976 22.319406),Hong Kong,People's Republic of China
http://www.wikidata.org/entity/Q5894477,Hong Kong CyberU,香港網上學府,2000,,,
http://www.wikidata.org/entity/Q1540301,Hong Kong Metropolitan University,香港都會大學,1989,Point(114.18 22.3162),Hong Kong,People's Republic of China
http://www.wikidata.org/entity/Q15896121,Hong Kong Police College,香港警察學院,2006,Point(114.17156 22.247361),Southern District,People's Republic of China
http://www.wikidata.org/entity/Q15896121,Hong Kong Police College,香港警察學院,2006,Point(114.17156 22.247361),Hong Kong,People's Republic of China
http://www.wikidata.org/entity/Q15896121,Hong Kong Police College,香港警察學院,2006,Point(114.17156 22.247361),Southern District,Hong Kong
http://www.wikidata.org/entity/Q15896121,Hong Kong Police College,香港警察學院,2006,Point(114.17156 22.247361),Hong Kong,Hong Kong
http://www.wikidata.org/entity/Q1187271,Hong Kong Polytechnic University,香港理工大學,1937,Point(114.18 22.305),Hong Kong,People's Republic of China
http://www.wikidata.org/entity/Q1187271,Hong Kong Polytechnic University,香港理工大學,1994,Point(114.18 22.305),Hong Kong,People's Republic of China
http://www.wikidata.org/entity/Q834082,Hong Kong Shue Yan University,香港樹仁大學,1971,Point(114.198 22.2862),Eastern District,People's Republic of China
http://www.wikidata.org/entity/Q834082,Hong Kong Shue Yan University,香港樹仁大學,1971,Point(114.198 22.2862),Hong Kong,People's Republic of China
http://www.wikidata.org/entity/Q834082,Hong Kong Shue Yan University,香港樹仁大學,1971,Point(114.198 22.2862),Eastern District,Hong Kong
http://www.wikidata.org/entity/Q834082,Hong Kong Shue Yan University,香港樹仁大學,1971,Point(114.198 22.2862),Hong Kong,Hong Kong
http://www.wikidata.org/entity/Q1333303,Hong Kong University of Science and Technology,香港科技大學,1991,Point(114.263 22.3375),Hong Kong,People's Republic of China
http://www.wikidata.org/entity/Q5895140,Hong Kong Virtual University,香港虛擬大學,2001,,Kowloon,Hong Kong
http://www.wikidata.org/entity/Q5925123,Huaibei Normal University,淮北师范大学,1974,Point(116.81 33.982),Huaibei,Anhui
http://www.wikidata.org/entity/Q11074301,Huaihua University,怀化学院,1958,Point(110.023 27.5762),Huaihua,Hunan
http://www.wikidata.org/entity/Q5925144,Huainan United University,淮南联合大学,1984,Point(117.01 32.6448),Huainan,Anhui
http://www.wikidata.org/entity/Q11177091,Huanggang Normal University,黄冈师范学院,1905,,Huanggang,Hubei
http://www.wikidata.org/entity/Q11177393,Huangshan University,黄山学院,1978,,Huangshan,Anhui
http://www.wikidata.org/entity/Q985755,Huaqiao University,华侨大学,1960,Point(118.644104 25.142798),Quanzhou,Fujian
http://www.wikidata.org/entity/Q3429270,Huazhong Agricultural University,华中农业大学,1898,Point(114.353 30.476),Wuhan,Hubei
http://www.wikidata.org/entity/Q10905361,Huazhong Institute of Technology,华中工学院,1952,,Wuhan,Hubei
http://www.wikidata.org/entity/Q10905364,Huazhong University of Construction,华中建设大学,,,,
http://www.wikidata.org/entity/Q1711196,Huazhong University of Science and Technology,华中科技大学,1953,Point(114.41 30.51),Wuhan,Hubei
http://www.wikidata.org/entity/Q10905371,Huazhong University of Science and Technology,华中理工大学,,,,
http://www.wikidata.org/entity/Q1351114,Hubei Institute of Fine Arts,湖北美术学院,1920,Point(114.422079 30.395900491),Wuhan,Hubei
http://www.wikidata.org/entity/Q1022929,Hubei University,湖北大学,1931,Point(114.3175 30.5605),Wuchang District,Wuhan
http://www.wikidata.org/entity/Q5927051,Hubei University of Chinese Medicine,湖北中医药大学,1958,Point(114.26435 30.45038),Hongshan District,Wuhan
http://www.wikidata.org/entity/Q15903527,Hubei University of Economics,湖北经济学院,2002,Point(114.365072 30.571801),Wuhan,Hubei
http://www.wikidata.org/entity/Q18654088,Hubei University of Medicine,湖北医药学院,1965,,Shiyan,Hubei
http://www.wikidata.org/entity/Q17030781,Hubei University of Science and Technology,湖北科技学院,1965,,Xianning,Hubei
http://www.wikidata.org/entity/Q5927048,Hubei University of Technology,湖北工业大学,1952,Point(114.313717 30.486935),Wuhan,Hubei
http://www.wikidata.org/entity/Q11073383,Huizhou University,惠州学院,1921,,,
http://www.wikidata.org/entity/Q5941995,Hunan Agricultural University,湖南农业大学,1951,Point(113.085 28.18166667),Changsha,Hunan
http://www.wikidata.org/entity/Q15692487,Hunan City University,湖南城市學院,1970,Point(112.388 28.5444),Yiyang,Hunan
http://www.wikidata.org/entity/Q5942010,Hunan Institute of Engineering,湖南工程学院,1951,Point(112.929934 27.854037),Xiangtan,Hunan
http://www.wikidata.org/entity/Q15915004,Hunan International Economics University,湖南涉外经济学院,1997,Point(112.951 28.2022),Changsha,Hunan
http://www.wikidata.org/entity/Q5942027,Hunan Normal University,湖南师范大学,1938,Point(112.94722222 28.18638889),Changsha,Hunan
http://www.wikidata.org/entity/Q5942002,Hunan Polytechnic University,湖南理工大学,1903,Point(113.152566 29.346345),Yueyang,Hunan
http://www.wikidata.org/entity/Q5942002,Hunan Polytechnic University,湖南理工大学,2004,Point(113.152566 29.346345),Yueyang,Hunan
http://www.wikidata.org/entity/Q649868,Hunan University,湖南大学,976,Point(112.952777777 28.180277777),Changsha,Hunan
http://www.wikidata.org/entity/Q649868,Hunan University,湖南大学,1903,Point(112.952777777 28.180277777),Changsha,Hunan
http://www.wikidata.org/entity/Q5942046,Hunan University of Arts and Science,湖南文理學院,1958,Point(111.66666667 29.05166667),Changde,Hunan
http://www.wikidata.org/entity/Q5942049,Hunan University of Chinese Medicine,湖南中医药大学,1934,Point(112.894 28.1342),Changsha,Hunan
http://www.wikidata.org/entity/Q5942044,"Hunan University of Humanities, Science and Technology",湖南人文科技学院,1978,Point(112.006 27.7128),Loudi,Hunan
http://www.wikidata.org/entity/Q15956328,Hunan University of Science and Engineering,湖南科技学院,1941,Point(111.61 26.2294),Hunan Town,Changle District
http://www.wikidata.org/entity/Q5942041,Hunan University of Science and Technology,湖南科技大学,2003,Point(112.92135 27.914982),Xiangtan,Hunan
http://www.wikidata.org/entity/Q15910651,Hunan University of Technology,湖南工业大学,1979,Point(113.127 27.8248),Zhuzhou,Hunan
http://www.wikidata.org/entity/Q11174571,Hunan University of Technology and Business,湖南工商大学,1949,Point(112.919 28.227),Changsha,Hunan
http://www.wikidata.org/entity/Q15916735,Hunan Vocational Institute of Technology,湖南理工职业技术学院,1979,Point(112.921364 27.836325),Xiangtan,Hunan
http://www.wikidata.org/entity/Q15965526,Hunan Women's University,湖南女子学院,1985,Point(113.009 28.1163),Changsha,Hunan
http://www.wikidata.org/entity/Q10905543,Hwa Nan College,华南女子大学,1907,Point(119.302414 26.042347),,
http://www.wikidata.org/entity/Q6035477,Inner Mongolia Agricultural University,内蒙古农业大学,1952,,Hohhot,Inner Mongolia
http://www.wikidata.org/entity/Q6035479,Inner Mongolia Finance and Economics University,内蒙古财经大学,1960,,Hohhot,Inner Mongolia
http://www.wikidata.org/entity/Q6035481,Inner Mongolia Medical University,内蒙古医科大学,1956,,Hohhot,Inner Mongolia
http://www.wikidata.org/entity/Q10894785,Inner Mongolia Normal University,内蒙古师范大学,1952,,Hohhot,Inner Mongolia
http://www.wikidata.org/entity/Q834458,Inner Mongolia University,内蒙古大学,1957,Point(111.683386111 40.811216666),Hohhot,Inner Mongolia
http://www.wikidata.org/entity/Q22101558,Inner Mongolia University for Nationalities,内蒙古民族大学,,,Tongliao,Inner Mongolia
http://www.wikidata.org/entity/Q507690,Inner Mongolia University of Science and Technology,内蒙古科技大学,,,Baotou,Inner Mongolia
http://www.wikidata.org/entity/Q6035514,Inner Mongolia University of Technology,内蒙古工业大学,1951,,Hohhot,Inner Mongolia
http://www.wikidata.org/entity/Q17031931,Institute of Disaster Prevention,防灾科技学院,1975,Point(116.800344 39.952156),Sanhe,Langfang
http://www.wikidata.org/entity/Q6053036,"International School of Software, Wuhan University",武汉大学国际软件学院,2002,,Wuhan,Hubei
http://www.wikidata.org/entity/Q4475835,Jiamusi University,佳木斯大学,1947,Point(130.363501 46.786463),Jiamusi,Heilongjiang
http://www.wikidata.org/entity/Q6191643,Jianghan University,江汉大学,1978,,Wuhan,Hubei
http://www.wikidata.org/entity/Q23006203,Jiangnan Social University,江南社会学院,1984,Point(120.683333333 31.2325),Jiangsu,People's Republic of China
http://www.wikidata.org/entity/Q6191676,Jiangnan University,江南大学,1902,Point(120.26719 31.48488),Wuxi,Jiangsu
http://www.wikidata.org/entity/Q8045313,Jiangsu Normal University,江苏师范大学,1952,,Xuzhou,Jiangsu
http://www.wikidata.org/entity/Q11152732,Jiangsu Ocean University,江苏海洋大学,1985,Point(119.220046 34.60752),Lianyungang,Jiangsu
http://www.wikidata.org/entity/Q20954823,Jiangsu Polytechnic University,江苏理工大学,,,Zhenjiang,Jiangsu
http://www.wikidata.org/entity/Q6191720,Jiangsu Second Normal University,江苏第二师范学院,1952,Point(118.748625 32.06086667),Nanjing,Jiangsu
http://www.wikidata.org/entity/Q6191740,Jiangsu University,江苏大学,1902,,Zhenjiang,Jiangsu
http://www.wikidata.org/entity/Q11135052,Jiangsu University of Science and Technology,江苏科技大学,1933,,Zhenjiang,Jiangsu
http://www.wikidata.org/entity/Q11134930,Jiangsu University of Technology,江苏理工学院,1984,Point(119.913055555 31.753333333),Changzhou,Jiangsu
http://www.wikidata.org/entity/Q11135190,Jiangxi Agricultural University,江西农业大学,1905,Point(115.833963231 28.762988229),Nanchang,Jiangxi
http://www.wikidata.org/entity/Q106474418,Jiangxi Institute of Fashion Technology,江西服装学院,,,Nanchang,Jiangxi
http://www.wikidata.org/entity/Q6191772,Jiangxi Normal University,江西师范大学,1940,Point(116.026844444 28.683352777),Nanchang,Jiangxi
http://www.wikidata.org/entity/Q6191778,Jiangxi Science and Technology Normal University,江西科技师范大学,,,Nanchang,Jiangxi
http://www.wikidata.org/entity/Q87761108,Jiangxi University,江西大学,,,Nanchang,Jiangxi
http://www.wikidata.org/entity/Q3496652,Jiangxi University of Finance and Economics,江西财经大学,1923,Point(115.857155402 28.74100493),Nanchang,Jiangxi
http://www.wikidata.org/entity/Q6191782,Jiangxi University of Science and Technology,江西理工大学,1958,Point(114.935558 25.860808),Zhangye,Gansu
http://www.wikidata.org/entity/Q6765953,Jiangxi University of Technology,江西科技学院,1994,Point(116.013333333 28.684166666),Nanchang,Jiangxi
http://www.wikidata.org/entity/Q11135170,Jiangxi University of Traditional Chinese Medicine,江西中医药大学,1959,Point(115.7456 28.6775),Nanchang,Jiangxi
http://www.wikidata.org/entity/Q10908066,Jiangxi University of Water Resources and Electric Power,江西水利电力大学,1958,Point(115.881649574 28.701652956),Nanchang,Jiangxi
http://www.wikidata.org/entity/Q10908066,Jiangxi University of Water Resources and Electric Power,江西水利电力大学,2008,Point(115.881649574 28.701652956),Nanchang,Jiangxi
http://www.wikidata.org/entity/Q109348750,Jiaxing Nanhu University,嘉兴南湖学院,,,Jiaxing,Zhejiang
http://www.wikidata.org/entity/Q6191964,Jiaying University,嘉应学院,1913,Point(116.129 24.3254),Meizhou,Guangdong
http://www.wikidata.org/entity/Q30294466,Jilin International Studies University,吉林外国语大学,1995,,Changchun,Jilin
http://www.wikidata.org/entity/Q10917240,Jilin Jianzhu University,吉林建筑大学,,,Changchun,Jilin
http://www.wikidata.org/entity/Q6192694,Jilin Normal University,吉林师范大学,,,Siping,Jilin
http://www.wikidata.org/entity/Q56271960,Jilin Sport University,吉林体育学院,,,Changchun,Jilin
http://www.wikidata.org/entity/Q1432030,Jilin University,吉林大学,1946,Point(125.301111111 43.88),Changchun,Jilin
